FQDN_count,subdomain_length,upper,lower,numeric,entropy,special,labels,labels_max,labels_average,longest_word,sld,len,subdomain,class
4,45,13,18,6,2.9770237286157677,3,4,17,11.84698546508084,12,13,89,2,1
15,31,13,35,9,4.318983358261859,1,1,5,4.837777003965089,13,17,34,7,1
15,13,0,31,2,4.313474004154582,0,3,20,5.258059150153486,13,5,77,4,1
19,18,5,32,8,2.7884996457020703,3,1,8,7.198477088401847,13,6,47,7,1
9,25,2,30,2,3.5669722633418735,1,1,6,14.920043248303543,4,16,30,8,0
3,20,5,41,5,3.3825118774295904,2,4,5,6.431010910346556,4,13,25,4,1
9,8,11,34,3,4.420999822371949,0,1,17,8.737283353439961,18,11,77,6,1
1,46,10,22,1,4.613063895401849,1,3,7,3.4829624902584486,15,18,76,1,1
18,30,7,6,0,3.0112086529895588,1,4,7,14.80308950381198,8,15,63,5,1
2,40,2,42,8,4.781212635575921,0,2,20,7.822228063125509,8,14,50,9,1
2,39,10,32,0,4.949786081955951,0,1,17,6.263847875800577,28,5,31,5,1
14,14,9,39,8,3.842923304010072,1,4,6,10.129627007685546,24,9,97,1,1
8,40,7,29,9,3.373685298831564,0,3,13,14.16270363234123,29,10,44,5,1
4,48,13,42,3,4.655382395732804,1,1,12,10.49754848800635,9,18,66,7,1
11,22,9,6,3,4.819751574655068,0,3,13,9.074871199165894,12,13,23,9,1
11,44,4,47,7,3.1005679159888633,0,4,19,12.065540557178952,29,13,51,6,1
9,23,11,36,6,3.089765086487703,2,4,18,11.23161283179581,9,15,50,2,0
17,27,4,48,4,4.5355219176366575,4,2,24,14.734315605743621,12,10,38,4,1
17,37,9,5,9,4.241988784910853,3,2,19,9.267006292281181,26,15,86,1,1
19,6,5,16,5,4.509711771838134,2,4,22,13.910124179166736,12,18,22,4,1
17,46,8,40,3,2.5205578284722288,0,3,14,10.880560416119724,8,7,41,3,1
3,13,7,47,7,4.347012625196716,2,2,18,14.06939631820364,13,13,97,6,1
5,20,3,17,8,4.983753900989271,0,3,24,4.28878108429359,27,11,29,1,1
17,49,7,43,1,3.0076764823001554,1,1,14,14.098467065200921,18,12,21,9,1
11,21,9,43,3,2.76523012486988,1,2,7,13.409077462016743,5,11,23,9,1
2,8,12,48,0,4.085631633628843,3,2,19,12.28988150996599,26,9,56,5,1
15,44,12,20,6,2.960102587053617,0,3,5,12.472895428072677,4,9,16,2,1
14,42,5,20,0,2.5943682924185834,2,3,20,10.60116408134186,28,15,39,2,1
18,41,9,16,0,4.510652885946126,1,3,23,8.607549636300952,27,7,77,8,1
4,15,7,21,6,4.216889300704772,1,4,23,7.264033792261823,14,8,75,9,1
11,25,0,23,7,4.05628967103179,1,3,10,6.421875464900217,19,19,90,9,1
11,36,5,32,5,2.814031758800755,2,2,5,5.156962816059103,13,12,74,6,1
11,20,1,15,4,3.8835692519676703,1,3,7,7.820591036224654,18,19,79,7,1
12,33,8,17,5,3.350687455585077,4,4,13,4.37357479169453,26,13,35,3,1
14,25,2,8,4,2.797131446190593,2,1,13,7.274778105130098,25,15,87,3,1
13,12,6,16,5,4.855836237337592,4,1,22,12.027233531344073,24,10,19,5,1
14,34,0,14,7,2.9984520475265675,1,2,22,12.884812956462635,28,5,34,3,1
6,48,0,41,4,4.855752344753016,3,4,14,3.8298340881331634,20,16,54,7,1
17,33,12,39,4,4.178420022241989,4,4,24,8.4989621032115,9,7,27,2,1
16,47,12,32,2,4.2890888763944055,1,4,20,7.2812525650387245,25,16,85,5,1
16,36,9,31,8,3.4694108213243746,0,3,9,3.7210218866727773,14,16,18,6,1
9,31,0,29,0,4.85497861720968,1,4,10,13.677564967108676,28,14,98,6,1
19,25,14,15,9,2.5133104764276606,1,3,6,8.58714605805509,26,17,48,6,1
6,13,1,11,1,3.7826930459201247,4,1,23,13.768883630308304,5,8,28,7,1
17,20,10,12,3,4.823152437994731,0,3,22,14.260046431457509,17,10,17,2,1
8,10,9,14,0,2.7372105753689366,1,3,18,10.663725120414647,6,5,98,6,1
2,33,11,41,4,4.290411345444028,2,2,19,4.4020168369281745,22,12,22,4,1
2,28,10,17,6,2.766204408211766,2,3,18,9.557602212008375,6,17,63,3,1
18,11,11,46,3,4.68408455658675,4,3,24,8.025053975042574,19,18,31,1,1
10,38,3,42,0,3.12343946998973,0,4,17,4.462069336253865,19,11,22,9,1
16,46,6,49,1,2.6775614191233164,1,3,12,5.431425829503343,21,19,35,7,1
2,45,9,30,7,4.722798389318607,1,4,7,12.97669009280495,16,5,15,3,1
4,35,3,22,4,3.240870192201452,4,1,8,10.248215958902138,17,7,99,2,1
15,47,12,19,3,2.8473997631222905,1,3,18,7.130062598013832,18,7,26,3,1
3,49,0,20,2,3.3423047826918637,0,1,21,4.146427312339739,7,5,67,1,1
19,20,5,13,4,4.1928187214347545,2,3,14,10.675733303230443,20,14,68,8,1
13,45,1,18,7,3.079475694041449,3,2,7,7.60021961118267,21,8,23,9,1
3,28,3,16,9,4.478381809130836,1,1,6,11.697976482291708,10,12,12,1,1
13,37,6,40,4,4.2880921337065825,0,3,6,3.385570393391173,21,8,13,7,1
19,45,9,14,8,4.125742435183769,4,2,24,13.784713363326356,12,11,76,9,1
9,42,12,48,8,4.311055850673288,1,2,19,8.135834066551094,5,7,65,5,1
19,7,13,19,5,4.301661136269656,0,3,6,4.99704222626943,5,10,86,7,1
12,49,14,24,0,2.8424165863605895,2,2,19,3.1489165807219144,11,19,75,7,1
13,26,0,43,1,4.616385806163507,1,2,12,5.255806464912406,18,10,62,5,1
8,8,1,48,3,3.6517124337053346,1,2,17,14.921041314990813,16,18,90,8,1
12,23,13,14,5,3.6779313984453545,2,3,24,11.385057466590503,13,14,93,4,1
5,37,12,7,7,3.8640211610678765,0,3,7,10.42991247264241,26,14,33,4,1
6,31,4,45,9,3.012957083487902,3,1,5,4.352847458360355,25,17,69,8,1
14,49,10,38,8,4.460467948080199,1,3,22,4.3846827481190855,4,11,97,6,1
6,30,11,22,9,4.5427553325065375,2,1,21,8.193010429331995,23,19,10,3,1
2,35,7,11,9,4.4415170994909765,4,2,23,14.597741461574227,28,14,21,4,1
17,20,3,29,2,4.566819120990705,2,3,13,8.97744619711035,17,19,80,2,1
7,35,5,6,1,4.9410330559601405,4,3,23,8.922203840697268,16,14,98,3,1
3,42,1,32,9,3.3316824663258098,3,1,18,10.971107725681652,5,5,46,8,1
15,43,4,32,7,4.962178915284005,4,1,17,4.566256793070357,18,14,71,5,1
10,17,1,40,1,2.645419396802312,1,3,15,8.913900910793831,6,8,60,3,1
7,45,7,47,4,4.1806573498314155,4,1,10,10.66838997056037,24,14,60,1,1
17,42,11,39,2,4.016280563308047,4,3,21,13.732537185143986,24,18,99,1,1
9,23,10,8,3,3.4937199810565693,3,1,22,10.916607871679116,13,7,41,4,1
3,14,9,31,5,4.593047857396746,2,1,19,5.6948234313210175,11,15,82,4,1
8,13,5,22,6,4.577306227054626,4,2,10,9.318666682414225,5,7,25,5,1
11,34,8,13,8,4.652522053270034,0,2,14,7.27556058662228,10,7,24,3,1
12,20,3,18,8,3.4401044777728913,3,2,16,12.103783112909367,19,14,52,7,1
19,7,11,41,3,2.8196243424836673,4,3,17,7.531918930647855,21,5,71,5,1
14,11,11,9,1,3.855083362743005,3,4,23,11.782850388156382,5,7,60,9,1
5,11,13,5,3,4.285147999474571,0,3,6,13.816507795061332,15,19,31,8,0
17,38,9,20,0,4.180585374501513,4,3,12,9.429934073393307,6,5,98,1,1
4,16,12,33,6,4.857281778479392,2,4,17,5.5149417832600545,5,5,21,3,1
10,49,13,32,3,3.942397875302448,1,2,15,8.121491642094234,15,19,68,8,1
4,24,11,43,1,3.86132823226127,4,2,7,9.656301034167296,29,14,22,2,1
7,30,4,18,4,4.010648789967313,0,4,7,9.29387025109828,4,13,95,8,1
11,10,8,23,5,4.599472148641427,4,3,10,8.333033433014418,5,10,86,7,0
5,20,1,20,0,4.312177133949701,3,1,5,3.7385117629187543,27,12,98,2,1
5,9,9,23,8,4.664252480810009,3,3,20,13.932786351286447,29,18,90,3,1
4,44,7,49,6,3.7072360914964966,3,4,13,7.265539683067743,26,7,66,2,1
3,15,5,46,8,4.892479422176104,2,1,17,12.050413103909337,18,16,96,4,1
4,29,5,14,0,4.312275679590211,3,2,21,4.97151081031818,4,11,42,6,1
16,30,12,45,0,4.6348711575363595,1,2,9,10.871008229783682,7,5,41,8,1
14,49,8,15,8,3.274842315671527,0,3,22,6.817338643417434,19,9,30,7,0
6,37,0,41,4,3.738294117334772,4,3,11,3.9277762425918543,8,7,91,8,1
6,38,13,20,5,2.518049867509294,4,4,5,9.071008079528337,11,7,72,6,1
18,22,12,40,9,4.814379232638263,3,4,17,12.487274379672895,10,8,62,2,1
6,26,7,21,4,3.1453954191461957,4,2,6,6.04163213658796,22,9,31,6,1
4,4,11,31,3,3.4503753548941747,0,2,10,3.931061420272376,24,12,63,1,1
10,15,2,40,9,4.147888861500336,3,2,23,5.104935499864933,8,15,25,7,1
16,6,9,39,9,2.9203527147368677,0,1,9,7.493398530461218,11,13,90,9,1
11,40,8,44,1,2.8659326664724194,4,1,10,10.750018223002757,4,17,71,4,1
19,15,8,17,4,3.417394579542488,2,2,24,8.076705710360697,7,17,14,5,1
5,28,2,12,3,4.813823304117237,4,3,24,14.944185557126636,14,6,36,1,1
8,44,14,49,2,3.7972238291277036,1,3,20,4.754787025538503,27,18,92,3,1
6,42,0,9,9,2.634831457102178,0,4,19,3.441524691566622,6,16,88,9,1
6,43,7,5,7,4.862368552053761,2,2,6,9.641337983372388,9,12,70,8,1
19,26,11,46,5,3.314725358484107,2,2,10,14.494422718530913,7,8,46,7,1
6,34,3,43,7,2.6718773802216935,2,4,7,6.8031480393868335,29,17,56,9,1
5,29,13,27,7,3.7527992520633706,1,4,7,10.507699538430264,24,18,68,5,1
16,31,13,42,1,4.676001157764592,0,1,5,5.434089528968163,9,10,32,1,1
8,14,4,23,9,4.249282692885843,1,1,22,4.0530726692399535,25,14,58,1,1
10,18,4,29,5,4.964978930426648,3,2,8,13.129685520305697,6,12,34,2,1
1,25,3,36,9,4.721733036961996,1,3,8,6.251369697987312,26,8,99,4,1
2,24,8,17,9,2.6956862018246897,0,2,22,9.314103848035097,13,9,43,1,1
15,49,9,22,0,4.043385627470167,4,3,10,14.857039880838718,10,6,99,1,1
12,23,6,34,0,3.640318022366583,4,3,10,6.755852570165456,27,13,98,5,1
15,3,9,5,7,4.889053449453391,4,3,8,9.362097237205479,14,8,69,2,1
7,36,10,14,2,3.312832321000661,1,3,20,5.208358376189545,3,17,87,1,1
4,25,1,41,1,4.847771745775601,1,2,6,13.279275357976427,23,12,57,4,1
9,9,5,5,6,3.7618858089138545,0,3,21,14.59668079277808,8,15,53,4,1
13,13,10,31,4,4.023613243318197,2,2,16,6.869966620280325,11,9,80,3,1
3,40,10,32,2,4.653080568150965,1,4,12,12.948451376911414,15,5,38,6,1
10,46,9,30,9,3.037713071962732,2,2,14,7.710051807549728,12,5,95,5,1
4,32,8,29,6,4.704637002051707,1,1,14,4.832198789819426,27,11,83,5,1
2,16,10,20,7,4.037375657881636,3,4,7,12.381483958140352,4,9,60,1,0
12,48,4,17,9,3.593204120611544,3,2,14,14.411741215725119,12,14,47,8,1
18,16,0,48,9,3.0745651044813402,1,4,5,6.183920008112217,22,17,75,6,1
5,34,11,37,1,2.500132067330742,2,3,22,9.818733787999935,19,12,21,2,1
17,14,14,47,2,3.454895047613172,3,4,24,6.627920799274722,13,6,61,6,1
11,49,8,32,0,4.840365838580283,2,3,5,14.035460431692105,3,12,99,4,1
18,22,2,22,5,2.8990748331319103,4,1,14,9.147392758633401,19,14,59,8,1
15,6,14,37,2,3.935733849271434,4,3,21,10.541614197441602,25,7,21,3,1
4,32,6,38,7,4.43458630800335,0,3,23,9.971184639153574,29,11,21,8,0
8,4,4,28,4,2.6019625335887953,0,3,18,3.5420130779697327,6,11,97,6,1
17,30,1,6,7,2.8738732963923614,0,3,21,14.50330260053304,4,13,29,7,1
11,37,0,23,7,3.1860315790892044,3,3,16,9.249998477370868,15,9,89,8,1
15,43,12,16,9,3.8997079139424597,1,3,21,11.320351382096522,6,10,59,3,1
10,45,0,10,3,3.0482382062620768,4,4,6,13.944814141507509,18,8,57,5,1
11,3,12,35,5,2.5202704922155332,3,2,21,13.660216524570503,19,18,56,3,1
19,22,13,14,5,2.857819963871174,1,2,17,4.143138095455516,3,6,78,5,0
3,4,8,24,4,3.1030169365700573,1,1,20,9.323834619917136,11,8,85,3,1
8,40,2,7,6,2.672303848418047,0,3,24,4.062667010678897,16,6,59,5,0
8,4,0,46,3,2.949999041526717,4,3,6,10.396439173614988,27,8,16,7,1
4,34,9,8,2,3.5063751089924513,4,4,16,8.094329102356342,13,10,29,6,0
5,47,4,40,2,4.583185762571894,3,4,20,9.946476522866273,17,18,14,5,1
14,38,3,17,1,4.459813197854719,3,4,24,5.790963271335365,4,12,52,4,1
13,35,11,11,1,3.400355285347345,4,4,19,11.271292589539373,10,10,83,3,1
14,25,8,39,6,3.28913406745581,0,1,7,13.815880489953262,5,13,59,8,1
6,14,3,35,4,2.8089312264987263,3,3,23,13.094328670522897,6,9,27,7,1
19,44,1,40,6,4.357053753962164,3,1,23,7.481622863796588,8,5,67,2,1
17,19,11,43,4,4.218474781714287,3,2,15,11.84549959076973,26,6,84,5,1
7,24,7,38,7,4.556459689779185,4,2,8,9.182102044004779,19,12,83,3,0
5,12,5,37,0,4.442365970981303,1,4,14,11.607552930881136,13,6,86,8,1
10,9,9,16,3,4.814471373736421,4,3,17,11.32216708289963,13,8,96,3,1
14,43,4,34,8,4.449546689057859,3,3,12,11.484406656406037,7,17,86,2,1
12,14,11,48,3,3.677707126761283,2,3,23,8.550998239793365,26,5,31,4,1
14,24,3,25,6,4.510273115152829,1,1,6,5.2854018672902265,21,16,79,1,1
3,20,7,6,4,3.0317019608530655,0,1,21,14.024133563922051,28,7,41,4,0
8,19,0,47,4,3.3119972884509012,3,3,21,8.937322121683946,18,13,53,8,1
19,25,13,40,1,3.509527513118748,4,2,23,4.466539003024408,20,8,53,9,1
7,43,11,16,4,3.460485462314944,0,3,17,3.4966103483966555,13,10,40,9,1
18,32,13,44,6,4.12052294362139,0,4,15,5.595234691222896,8,9,35,4,1
12,47,9,33,4,4.109669818887816,3,3,19,10.60646935262495,12,17,13,7,1
10,27,8,47,5,4.153163265662728,4,2,20,5.785786561718996,19,18,70,4,1
19,7,6,8,1,2.75633634528161,0,2,17,6.2307981428917945,25,11,76,3,1
6,29,6,33,2,2.859219062960532,4,1,18,8.154799593685542,20,18,76,1,1
11,49,6,12,9,4.216919488992924,2,3,7,10.823452139810044,24,17,62,4,1
2,12,7,39,6,2.732575936852239,0,3,21,5.704042937451936,26,19,94,8,1
15,48,10,37,3,3.2825633867539534,4,1,10,14.229035657658418,25,5,57,6,1
7,12,4,20,9,4.526082283932926,1,4,17,14.998712000460591,27,18,77,9,1
2,8,3,25,9,4.351949667901681,1,1,24,14.408256817675541,4,7,97,9,1
10,6,2,45,3,3.024661693197803,3,4,24,3.13465067972955,16,16,20,4,1
2,45,9,41,9,4.7927462629294855,3,1,9,14.82547285205614,12,15,46,4,1
12,27,12,17,4,3.740548698724811,0,3,24,14.95294954688192,25,14,67,6,1
10,30,2,23,0,4.552579867741077,0,4,13,10.593248894362464,5,18,52,8,1
13,4,1,17,3,4.062439967627631,3,1,17,4.309315581188997,24,8,32,2,0
19,18,1,23,8,4.0948262239491635,2,4,19,9.278778334386383,17,16,53,9,1
19,34,7,29,7,3.6283418128852434,0,3,12,6.580691062438568,28,9,19,3,1
17,30,10,45,6,3.51227703567461,1,1,13,8.261026376422938,7,17,41,9,1
4,46,7,38,0,3.304156178486868,4,3,22,5.309704384843608,26,8,96,8,1
18,31,5,36,1,4.0816925871034,1,1,11,6.490881687958641,6,13,23,6,1
12,48,14,16,2,3.6425598804815635,1,4,11,13.575038183334716,29,16,94,5,1
18,27,1,14,6,4.252852828458942,1,4,16,11.053082093951026,23,18,85,2,1
15,7,12,29,3,3.504879811538049,1,1,20,14.0445162038579,4,10,75,1,1
3,43,1,20,4,3.1737251253334087,3,2,21,10.666533077114407,27,11,55,5,1
10,40,6,26,9,3.83700244229792,0,2,14,9.12971058853845,14,12,90,2,1
2,8,11,29,1,4.451304506892555,3,1,14,4.672841304138056,12,10,94,9,1
2,7,6,39,0,3.186361461851112,0,4,16,9.179685419785262,25,6,18,6,1
2,8,14,30,7,3.154382172592559,4,2,9,3.3284483056044243,13,16,55,6,1
13,41,5,18,6,3.3577887910425237,4,4,23,12.662654516562073,21,9,15,8,1
11,37,1,40,2,4.360624129608222,2,4,10,4.508898141679786,11,7,62,9,0
10,12,10,22,7,3.2954380237717578,4,2,13,6.327875303532933,4,6,16,8,1
4,22,1,32,9,4.009894680181281,1,3,24,5.844334285300034,3,19,52,4,0
18,11,8,10,3,2.936459961690901,4,3,11,3.4139259464231264,26,9,54,8,1
9,10,7,30,8,3.762910045733287,3,4,8,5.668697226144387,13,6,24,8,1
1,5,5,22,9,4.324016623088356,1,3,13,12.49066731823143,13,11,38,2,1
11,28,13,49,8,4.015541605551915,4,3,8,12.98239044087846,27,17,58,5,1
17,8,4,19,0,4.107313909035633,4,3,23,7.5608941072464635,16,17,36,3,0
8,30,11,17,7,3.309738881450948,0,3,6,8.83254089379875,20,16,96,7,1
16,13,12,38,6,4.691495297087547,3,1,17,9.437415072506795,7,19,93,6,1
4,22,6,35,5,3.077354161496861,4,4,19,14.450844379855583,15,5,93,4,1
6,25,3,20,7,2.6137163536806867,0,2,8,12.963415276349757,23,19,65,3,1
15,49,0,28,5,3.3225143241555823,4,2,18,10.12220270536637,29,13,35,2,1
6,38,9,7,9,4.35451618811543,3,2,18,12.465290836505158,23,18,34,9,1
16,18,13,29,5,3.397676947607878,2,2,17,4.958665031335185,6,13,50,5,1
3,7,1,18,5,3.710097350569621,2,1,14,13.886888205328713,17,5,36,4,1
9,35,8,39,4,4.658942507847865,3,4,14,13.917651947402286,6,17,60,5,1
17,3,12,41,1,2.9109817108210354,3,3,19,13.781346409730196,29,6,15,7,1
3,3,1,12,3,2.9960252529839067,4,4,12,8.854242028395745,24,19,52,7,1
13,45,11,25,7,4.786461088054369,3,4,22,6.093190642346677,6,13,76,3,1
18,4,3,15,6,4.172700042155708,3,1,21,8.798853183516174,6,13,23,4,1
2,39,8,44,7,4.113364058126519,0,3,9,6.361352427678785,12,16,21,9,1
3,44,1,47,2,3.6263413476676902,3,2,7,10.7416444898311,13,5,41,5,1
4,48,2,24,5,3.066074012719125,4,4,11,14.69159674625558,9,13,13,4,1
1,9,5,48,9,4.162019396450612,1,3,17,9.557057090567266,15,13,53,4,1
16,24,2,18,5,2.5575565119690937,4,4,12,3.6203620468983235,19,17,34,5,0
15,34,14,33,2,4.185549081118492,3,2,16,6.078878711880561,7,9,36,9,1
7,19,6,6,9,3.062242014326018,0,1,23,8.545379072421028,20,15,13,9,1
7,49,14,16,0,3.3303660316373476,3,2,21,9.961346756345616,10,11,30,9,0
17,6,10,27,8,4.691110189688235,3,1,23,10.856316977176178,4,9,55,6,0
12,31,14,12,0,4.534572828982109,2,2,22,6.3738361693671575,24,14,36,7,1
17,46,7,47,9,2.7296258430730025,4,1,10,5.8180832584270235,29,10,72,3,1
4,15,0,46,6,3.0363913033250056,4,3,8,7.044856345086998,3,7,96,9,1
9,49,4,34,9,3.2233810255556157,4,2,22,14.89698055444564,17,10,46,4,1
10,43,6,28,7,4.57010821443563,1,1,20,12.019880126524455,5,16,13,2,1
2,18,13,14,0,4.296509351725489,3,4,8,10.7412384618952,12,15,69,2,1
4,38,6,49,7,3.3563106429463585,3,1,5,7.552303079069086,16,17,24,9,0
1,17,3,14,7,3.6505165453915382,1,1,10,7.042583573718961,15,8,53,2,1
2,25,6,19,2,3.4791663571970224,4,1,14,14.390206613673218,17,8,72,5,1
16,49,1,45,3,3.7296898986520595,3,3,15,12.713981058738735,7,13,57,4,1
11,8,2,41,1,3.039099406814623,3,4,8,5.87328112080473,9,10,38,6,1
12,21,12,12,3,4.019735984485647,1,1,8,7.111841857450984,6,7,11,9,0
18,46,13,19,4,4.960412398708037,1,2,10,4.584945388167805,14,7,55,4,1
1,48,12,28,3,4.481141672848159,1,2,16,7.436241392845039,11,14,69,6,1
9,4,3,42,8,3.8500729806517193,4,1,14,11.107533212384403,12,18,66,7,1
8,17,12,8,5,3.132279513890718,1,1,9,10.043032279081032,28,16,81,2,1
15,41,11,35,7,3.659189514432945,4,3,24,9.866920751621416,16,7,30,4,1
9,27,4,27,7,2.904739025130896,4,1,15,13.855661125379392,3,6,86,1,1
5,17,14,17,1,3.222945634641108,1,2,7,11.199643831248258,20,5,30,7,1
7,40,4,32,9,3.4470539138922893,3,3,19,10.18456776120129,14,5,81,1,0
7,30,14,29,9,3.5041328144109505,3,2,23,7.757705144680651,24,11,76,3,1
3,43,4,15,7,3.1744901447309104,1,4,22,3.736170695551752,27,10,52,2,1
6,40,7,32,8,2.6806792725283786,1,4,12,7.843626315030054,3,19,74,3,1
9,7,6,35,0,3.1310345324414004,4,1,8,6.37855120711516,24,16,58,2,1
13,27,12,37,2,3.995456113855006,4,1,6,9.587695619833669,26,11,21,7,1
6,38,4,27,5,4.8327830529216325,1,4,13,6.449485362048996,21,10,61,8,1
10,20,4,25,8,3.413628711633184,4,1,10,5.737468839843938,21,15,32,2,1
15,37,0,5,8,2.6039898906411736,3,4,9,5.2101655378155165,11,18,53,9,1
18,35,12,37,2,4.811557044606321,2,2,15,5.059480222614777,9,10,45,4,1
13,14,12,24,4,3.4786993258350396,4,4,17,4.071372915349793,21,7,28,2,1
17,43,7,48,3,4.897686986410069,1,3,7,7.311008974994946,11,13,61,5,0
10,3,0,23,5,2.7520179928477133,4,4,6,10.38272998758805,28,11,27,6,1
1,37,6,15,2,4.56276832855665,1,3,23,10.40822108895569,15,16,45,4,0
14,21,14,30,9,4.522444374034272,2,3,6,14.485490348226723,29,14,28,7,1
1,18,4,25,6,4.040560629017382,1,3,13,10.034648538326943,7,12,95,7,1
1,7,13,39,6,4.245292310208809,0,2,8,13.227878097306183,19,14,50,4,1
