FQDN_count,subdomain_length,upper,lower,numeric,entropy,special,labels,labels_max,labels_average,longest_word,sld,len,subdomain,class
21,62,5,5,12,4.411785108328052,1,9,13,11.200040270219597,14,7,98,14,1
8,25,4,11,2,4.052952492958636,0,4,5,4.592259834029022,7,6,35,2,0
39,53,11,22,12,4.869307312829062,3,9,12,14.811320905471668,18,6,40,19,1
17,29,3,9,0,3.3082694771211734,1,3,12,7.2298262804926665,5,3,15,4,0
25,31,14,9,6,5.108994612025461,3,9,14,12.643865902127663,11,5,86,15,1
1,9,2,9,2,3.516983806175741,0,3,8,3.947450729498021,8,4,25,1,0
31,66,5,9,7,4.400763878362441,4,5,23,8.464391080356597,12,9,75,13,1
39,31,13,14,10,3.92028505167687,2,5,12,11.716652504285388,15,9,58,15,1
1,6,0,11,1,4.136837123952347,1,3,7,4.920803789767312,4,7,18,3,0
47,48,13,29,7,4.028137086534178,1,4,10,9.32649984896003,12,2,88,10,1
23,60,12,23,10,4.776182810502158,2,4,24,12.664239453224143,10,7,67,10,1
9,22,2,8,1,3.5708805177892784,0,3,11,7.277944470377816,7,4,27,2,0
18,21,4,18,3,3.969157857982252,0,2,13,7.803573758349087,5,7,24,7,0
48,46,7,20,14,4.75317172291424,1,8,15,8.565293484046354,13,6,51,16,1
31,54,12,27,8,3.8745848699151604,3,9,19,13.346610059046112,11,4,91,12,1
38,36,13,6,13,4.422678080225967,3,9,24,8.226734419165886,15,3,40,5,1
41,49,13,6,13,5.724260747002964,1,6,24,12.881441556868811,10,8,40,8,1
19,12,1,5,2,3.7442473362266213,1,3,7,6.377661843100284,3,6,19,8,0
14,26,0,15,2,3.603980465340193,1,2,5,3.1821272165086008,8,7,31,6,0
39,54,7,6,13,3.9009949097741354,3,6,13,10.679380186130588,11,5,59,8,1
18,27,4,5,3,3.5948484656088313,0,3,14,4.895029165890998,9,9,17,5,0
2,7,2,18,0,3.299465666538456,0,4,13,4.298972080855802,3,6,30,7,0
7,12,4,7,1,3.6881608885155917,1,3,14,6.801558255522119,4,6,39,9,0
49,54,10,20,13,4.533277113996552,1,4,12,9.03754627268304,17,4,50,6,1
14,1,4,6,2,3.542029217918468,0,4,13,3.8801984107748533,4,4,20,4,0
1,26,0,13,3,2.8268150432561097,1,2,6,3.175873157657983,8,5,12,2,0
27,40,9,6,11,4.53396208891795,2,8,16,10.523964919530854,11,4,59,7,1
27,60,5,12,8,4.986585853407335,4,4,17,11.42086398929302,18,2,84,7,1
11,28,1,8,0,2.5967060137655555,0,2,14,3.616419637262064,3,3,24,4,0
4,4,0,12,2,3.721636649003203,1,3,10,3.4943667133132568,8,9,25,5,0
17,8,3,8,4,3.166346166322809,0,4,10,7.342380756013847,9,5,15,9,0
19,17,4,6,3,3.4717350583101596,1,4,14,6.685317588220876,3,3,18,5,0
9,25,2,19,4,3.917739610911446,0,3,6,4.7634556008486735,6,9,21,5,0
13,36,7,28,10,4.12185954620909,4,5,21,10.884427055830757,14,7,85,12,1
10,63,10,7,8,4.654128039151613,1,8,12,8.21981921084782,19,3,95,7,1
41,58,11,26,13,4.789935750983172,2,7,24,12.804630270846399,15,9,65,10,1
19,25,4,15,1,2.4802842508400342,0,2,7,4.3214987638687745,7,9,25,2,0
35,57,6,6,10,4.560862458223159,1,8,19,12.402899906969367,18,4,72,13,1
8,2,4,5,0,3.061503702744724,1,4,13,5.8242071835871325,4,6,13,1,0
10,7,3,14,4,3.2000855617285513,1,4,10,7.317150072608836,3,9,32,1,0
4,1,1,18,4,3.6597006167977906,1,3,11,3.267293563024091,7,8,23,1,0
2,17,1,14,4,3.9538091384001035,1,2,6,6.803032906950309,6,4,11,4,0
29,57,12,29,14,4.971461427698892,4,8,18,13.50911375634588,12,9,44,18,1
10,52,6,26,8,4.8074630904615665,2,6,14,8.650603417563012,17,3,62,13,1
5,7,1,16,0,4.282134759473015,1,2,7,7.83869977329543,3,6,34,3,0
7,3,1,13,3,3.1708548793703897,0,3,13,7.3227067079104184,3,5,29,4,0
45,52,13,27,9,4.281090544656108,1,4,17,13.87960156100375,16,6,57,5,1
19,27,3,9,2,3.101530369771488,1,4,14,7.671348957319385,8,6,21,4,0
7,11,4,12,1,3.521541504012193,1,3,12,5.688417608775502,6,8,21,6,0
13,27,2,10,3,3.253964964525677,1,4,10,7.067034467823398,9,8,39,5,0
31,59,13,15,12,4.6808515508112745,2,5,15,11.784945472776334,17,8,83,10,1
49,41,14,17,5,4.879070665784487,2,4,22,8.817823717103808,18,5,82,11,1
34,31,6,20,9,4.603354417054317,1,9,18,8.563590116401492,10,4,99,11,1
7,3,0,6,3,3.472276318943104,1,4,11,4.988866757655199,7,4,11,2,0
3,9,0,8,4,3.6525533666203645,1,4,13,7.1872544741736695,8,9,23,1,0
41,29,10,28,8,4.945748699814396,1,7,10,13.388210735508082,14,2,95,9,1
5,2,0,7,2,3.6525310694825834,0,4,6,6.871255738503355,8,6,29,1,0
33,36,7,11,12,5.065017949067533,2,9,14,13.384482679640588,17,8,62,8,1
3,18,4,17,0,3.1510631156920565,1,2,9,6.456508846676145,6,6,21,6,0
12,54,7,18,8,4.8417436027671625,3,9,14,8.176705863029536,14,2,45,10,1
49,68,8,8,14,4.110494711220015,2,8,16,13.279408512333886,18,9,65,5,1
25,60,8,9,10,4.39071034245057,1,6,16,12.504824903008005,15,3,71,10,1
1,21,4,12,3,3.7169427400008215,0,3,13,7.972970936109701,7,2,17,5,0
45,44,11,14,6,4.431966987976643,3,7,11,11.78983260979389,14,5,98,19,1
15,19,3,14,2,4.226641153126234,1,3,12,7.1893663505968135,5,4,25,4,0
34,38,11,12,11,5.175162652550938,4,6,23,10.411945524816668,10,5,93,19,1
9,17,3,17,4,3.54802932097571,0,4,8,4.745262122307757,6,8,14,4,0
5,14,2,14,3,3.4824233865340917,1,2,5,7.41881007729016,5,4,12,9,0
33,54,11,8,10,4.484951807323491,2,4,16,12.85586462829633,12,7,97,9,1
3,21,3,6,1,3.163037826635202,0,3,11,5.637479722791308,9,5,15,6,0
6,10,0,16,1,3.455710484590166,1,3,12,7.452347869919449,4,2,25,4,0
41,36,8,25,6,4.002649263255439,4,9,11,10.967203415054978,16,8,65,17,1
13,13,3,15,3,3.1782346511478043,0,4,9,4.1307579990105925,4,2,27,4,0
9,13,1,7,0,3.4140141968536626,1,2,13,5.060482843540573,7,5,24,1,0
46,40,9,16,12,4.235623799914942,4,6,11,11.557576526544487,19,6,50,5,1
17,26,4,19,4,3.083181927545774,1,2,8,5.653475948817607,5,3,22,3,0
36,68,6,28,9,4.083222513353742,2,9,18,12.858340270265671,16,9,83,19,1
14,62,10,14,7,4.85765381236506,3,8,14,10.695481128957391,18,5,90,6,1
1,11,2,6,3,3.995354126851758,0,2,11,7.147144352169899,4,7,18,3,0
48,53,8,15,10,4.308242987253626,4,9,17,9.727322121363361,16,7,79,16,1
7,16,3,7,1,3.39291273143225,0,3,12,4.275911143871154,6,9,21,8,0
12,42,6,15,9,4.401963415418269,1,4,16,14.932686483536735,18,8,67,11,1
42,37,5,23,5,4.567062733991227,2,5,18,11.734562659143387,15,9,81,9,1
13,15,2,17,4,4.256672251069735,0,4,11,7.863133022162763,7,4,28,6,0
5,29,2,9,1,3.4289072505058886,0,4,12,3.9727398484995566,7,6,19,4,0
23,33,12,8,10,4.136259913436844,3,6,11,12.312336671851737,12,4,44,8,1
45,62,12,13,6,5.1974066826226455,2,8,16,14.277609617249482,15,3,51,18,1
11,6,2,19,1,3.1818552271609595,1,3,10,6.738502570065448,7,5,26,7,0
45,57,12,22,5,4.5515663902502475,2,5,13,12.771811064799572,19,7,46,18,1
4,2,4,15,0,3.099270514635136,1,4,13,4.56356647570729,6,9,22,1,0
28,35,5,14,10,4.051994674838437,4,4,10,10.502798512212728,13,6,76,19,1
42,64,12,13,5,5.069714960816084,3,4,20,8.678350788563895,12,3,63,16,1
20,51,6,14,11,4.845530147196611,2,9,14,9.472049556136238,13,3,44,11,1
1,25,4,14,2,3.5080646476225104,1,2,8,7.19176452024508,3,6,21,5,0
17,19,0,9,0,3.4473815159593664,1,3,8,4.885893958921217,7,9,21,8,0
3,26,0,9,3,3.1422415903708396,1,3,14,7.866832830761437,7,5,36,7,0
12,40,9,18,5,4.762585006354572,4,5,20,8.612091703929902,14,9,96,15,1
21,46,14,18,7,4.565853065555821,1,6,14,10.812668611356353,13,7,51,11,1
13,28,5,15,10,3.8193507264860376,1,7,22,11.49339469206225,12,5,53,8,1
17,19,2,15,4,2.827084107728789,0,2,14,6.897764343976309,7,5,21,4,0
24,36,13,25,14,5.36250788953349,2,4,13,9.287484928905396,18,2,48,16,1
18,26,9,22,6,5.203666543255812,1,8,17,8.900453538103147,15,6,86,9,1
18,67,11,28,8,4.070338684187843,2,9,17,9.204360649749091,10,4,55,16,1
8,19,1,13,0,3.384533775062335,1,2,10,6.393941111301224,3,9,25,8,0
17,10,2,17,4,3.8418362107084585,0,2,12,5.280497633312958,5,2,27,3,0
35,69,10,20,6,5.522757033674679,2,8,16,13.051865124794368,18,9,42,11,1
16,3,2,11,0,3.270161565755353,0,2,7,7.353357341071604,4,4,37,7,0
27,36,5,23,13,4.702624482199609,3,4,10,9.18459220699523,17,4,60,8,1
39,37,7,5,10,3.652161326501573,1,8,20,9.90471915257011,18,6,89,5,1
2,20,4,6,2,4.309190664423918,1,4,8,3.818042104218561,6,3,38,4,0
21,33,8,6,10,4.037604140207984,3,8,18,14.530470108554931,18,9,73,8,1
41,29,11,20,11,4.83802132868679,2,7,17,10.070894379421485,16,4,45,9,1
16,4,0,8,2,3.9661450425331397,1,4,7,6.941997654724563,8,3,39,7,0
10,3,0,12,1,2.7161461030871146,0,2,10,7.663856399530474,9,9,24,9,0
38,50,6,27,8,5.211303582514179,3,5,21,14.89715348201571,13,8,62,16,1
7,23,1,12,3,3.565227056044338,0,4,9,5.988065954662302,9,7,14,6,0
17,1,3,11,0,3.9245054566382764,0,4,6,7.005820335875793,8,7,32,4,0
13,28,11,20,10,4.122583205280387,4,5,12,12.626480335925471,13,3,69,10,1
44,64,9,18,6,5.172974404727331,1,6,20,10.823933533796094,11,8,83,7,1
35,34,14,21,14,3.938606746690853,1,5,17,11.296705348777827,16,7,53,15,1
37,33,5,17,11,4.177777451027302,3,7,20,11.046886887087977,13,6,46,12,1
3,18,0,7,1,3.242923741739628,0,4,9,7.609937379825863,4,7,33,7,0
17,29,1,16,0,4.244117658434738,1,2,12,4.41872754980228,8,9,18,7,0
4,14,0,11,3,3.4592806095286104,1,2,8,4.664783071857091,8,6,22,7,0
35,53,9,20,8,5.418148666393412,3,9,11,8.987010838213362,10,5,51,15,1
27,30,8,29,5,4.369740914924116,1,5,12,11.5499430752706,16,5,73,10,1
17,20,1,8,2,3.818924053257991,1,4,7,7.0386964660035725,6,8,10,6,0
2,12,4,7,1,2.6453451773960945,0,4,9,6.307955329796327,5,6,16,9,0
12,5,2,17,2,3.692830000234619,1,2,12,7.660645498903264,8,8,22,1,0
46,55,11,10,5,3.932860377696664,3,7,24,12.89207935332216,13,5,48,13,1
35,36,9,11,13,5.068298683727856,4,6,11,11.134626317376133,11,2,69,7,1
19,8,1,16,2,3.0863255001798238,1,3,8,6.616973444274642,3,5,21,7,0
37,42,9,12,8,3.557284111550106,1,4,18,12.115836469034395,13,4,47,18,1
19,25,5,26,8,4.125413033210639,2,7,12,14.276617658767016,15,4,40,6,1
37,37,12,13,9,5.690203639801137,4,4,20,10.10749634213031,18,4,80,11,1
5,5,0,9,4,3.9502889090966082,1,3,5,5.777625340313598,6,7,15,3,0
7,15,0,13,0,4.421325686441671,1,3,7,3.784586360186136,9,4,25,2,0
27,59,12,22,8,3.7683681746206785,4,4,14,14.768972089105631,14,4,96,9,1
41,40,12,12,5,3.3577714100754523,4,6,21,8.72998775473731,11,6,75,6,1
36,47,5,8,8,4.0565803023264175,4,8,16,12.32519241347337,12,6,45,11,1
1,5,0,17,1,3.627716922286025,1,3,10,3.2734231037668278,4,8,24,3,0
42,27,5,15,13,4.5553631541506405,3,6,18,14.222015141756088,16,7,84,14,1
1,27,3,10,0,3.8904077139070687,1,2,12,6.928345749389096,3,6,14,8,0
27,35,14,12,5,4.253488253726923,3,4,20,13.898848409559735,16,9,75,14,1
33,39,11,11,12,4.971903530129272,2,9,23,10.338415870770156,19,6,72,19,1
30,57,11,6,12,4.774208290915761,2,8,14,14.527164447171058,19,5,81,12,1
45,50,14,16,7,4.812221333868678,2,7,14,13.445274551685648,10,3,54,6,1
17,21,2,19,4,3.6969437974052894,0,2,9,5.051464014719732,9,7,27,2,0
45,36,7,11,9,4.421026269084424,1,8,11,10.348827505665088,17,6,92,13,1
1,29,4,15,3,3.402160720561524,0,4,8,6.242274570907174,7,2,36,7,0
4,3,0,10,2,3.6014960564680387,1,4,13,3.677472594644224,3,9,29,9,0
17,2,2,12,2,4.134310512301604,0,3,6,5.8193351594588325,3,9,20,4,0
9,8,4,13,3,3.748387786883455,1,2,12,6.152088091906772,8,2,37,9,0
45,31,8,5,11,3.5808055777324643,4,4,14,13.93096221197018,16,9,81,10,1
